Manuscript,Canonical Story ID,Canonical Story Title,Folio Start,Column Start,Line Start,Folio End,Column End,Line End,Miracle Number,Number of Paintings,Incipit,Macomber Incipit,Confidence Score,Notes
EMML (HMML) 1180,340,The man who suspected a former wife of having burned down his house.,129b,,,129b,,,,,,FALSE,,
EMML (HMML) 1180,342,The man who borrowed for a wedding a silken garment from the church of Saint Mary.,130b,,,130b,,,,,,FALSE,,
EMML (HMML) 1180,348,The milk of Saint Mary that was poured on the ground in Egypt.,71a,,,71a,,,,,,FALSE,,
EMML (HMML) 1180,354,The monasteries summon King (Dawit) of Ethiopia to abdicate.,164a,,,164a,,,,,,FALSE,,
EMML (HMML) 1180,357,The pilgrim who was journeying to Jerusalem through Hamda.,166a,,,166a,,,,,,FALSE,,
EMML (HMML) 1180,358,The icon of Saint Mary in a church of Alexandria that some Europeans tried to steal.,167a,,,167a,,,,,,FALSE,,
EMML (HMML) 1180,359,The punishment of a custodian of a church who did not obey the bishop.,168a,,,168a,,,,,,FALSE,,
EMML (HMML) 1180,361,The pious monk who drowned while crossing a river on his way to a feast that was being given by a rich man in honor of the Assumption.,136b,,,136b,,,,,,FALSE,,
EMML (HMML) 1180,364,The abbot who rejected the horologium and other works of Abba Giyorgis.,139a,,,139a,,,,,,FALSE,,
EMML (HMML) 1180,365,Saint Mary cuts short her visit to a pious monk when she hears her name invoked according to the horologium of Abba Giyorgis.,138a,,,138a,,,,,,FALSE,,
EMML (HMML) 1180,369,Saint Alexius lives for fifteen years near a church of Saint Mary in Armenia.,142a,,,142a,,,,,,FALSE,,
EMML (HMML) 1180,387,Saint Mary turns water over which her anaphora was recited by Abba Samuˀel of Wali into miraculous bread.,91b,,,91b,,,,,,FALSE,,
EMML (HMML) 1180,536,The Annunciation.,51a,,,51a,,,,,ወበአሐቲ፡ ዕለት፡ አመ፡ ፳ወ፱፡ ለወርኃ፡ መጋቢት፡ ዘውእቱ፡ እኁድ፡ ሰንበት፡ እንዘ፡ ትጼሊ፡ ጸሎተ፡ እግዝእትነ፡…. አስተርአያ፡ ገብርኤል፡ መልአክ፡ በዓቢይ፡ ግርማ፡ ወዜነዋ፡ ትፍሥሕተ። ወሶበ፡ ርእየቶ፡ ደንገፀት,TRUE,High,
EMML (HMML) 1304,388,Saint Mary brings gifts to Abba Samuˀel of Wali.,47b,,,47b,,,,,,FALSE,,
EMML (HMML) 1304,540,Saints Mary and Gabriel visit an Ethiopian named Gabra Maryam and heal him.,52a,,,52a,,,,,,FALSE,,
EMML (HMML) 1304,550,The Transitus of Saint Mary.,7a,,,7a,,,,,ናሁ፡ እዜንወክሙ፡ ዕበያ፡ ለእግዝእትነ፡…. እምአመ፡ ዕረፍታ፡ እስከ፡ ፍልሰተ፡ ሥጋሃ፡ በ፪፻ወ፮፡ ዕለታት፡ ወረደ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ወተክህነ፡ ላዕለ፡ በድና፡ ለእሙ፡ ወኢኀደጋ፡ ትኑም፡ ከመ፡ ባዕዳን፡ ሰብእ,TRUE,High,
EMML (HMML) 1304,551,The Jewish magistrate who believed in Christ when he saw Saint Mary's miracles.,9a,,,9a,,,,,ወሀሎ፡ አሐዱ፡ መኰንን፡ አይሁዳዊ፡ ዘፈነውዎ፡ ረባናተ፡ አይሁድ፡ ወሊቃናተ፡ ካህናት፡ ውስተ፡ ቤተ፡ ለእግዝእትነ፡…. ወሖረ፡ ምስለ፡ ወዓልያኒሁ,TRUE,High,
EMML (HMML) 1304,551,The Jewish magistrate who believed in Christ when he saw Saint Mary's miracles.,50a,,,50a,,,,,ወሀሎ፡ አሐዱ፡ መኰንን፡ አይሁዳዊ፡ ዘፈነውዎ፡ ረባናተ፡ አይሁድ፡ ወሊቃናተ፡ ካህናት፡ ውስተ፡ ቤተ፡ ለእግዝእትነ፡…. ወሖረ፡ ምስለ፡ ወዓልያኒሁ,TRUE,High,
EMML (HMML) 1304,552,Saint Mary is symbolized in Scripture as a dove.,12a,,,12a,,,,,ስምዑ፡ ካዕበ፡ ኦሕዝበ፡ ክርስቲያን፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘሀለወት፡ እምቅድመ፡ ሰማያት፡ ወምድር፡ በሕሊና፡ አምላክ። ርግብ፡ ዘአምጽአት፡ ብስራተ፡ ለኖኅ,TRUE,High,
EMML (HMML) 1304,553,Christ gives Saint Mary the Pact of Mercy.,22a,,,22a,,,,,ስምዑ፡ ኦሕዝበ፡ ክርስቲያን፡ ዘከመ፡ ወሀባ፡ ኪዳነ፡ ምሕረት፡ ፍሬ፡ ማኅፀና፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ለዘይጸውዕ፡ ስማ። አመ፡ በዓታ፡ ውስተ፡ ኢየሩሳሌም፡ ሰማያዊት፡ ወርእየቶ፡ ለአብ፡ ቅዱስ፡ ወለወልድ፡ ቅዱስ፡ ወለመንፈስ፡ ቅዱስ፡ ጰራቅሊጦስ። ወእምዝ፡ አርአያ፡ ፍቁር፡ ወልዳ፡ ምስጢራተ፡ ኅቡዐቲሁ,TRUE,High,
EMML (HMML) 1304,554,Saint Mary appears to Abuna Madganina Egziˀ and Abba Samuˀel of Wali.,26a,,,26a,,,,,ስምዑኬ፡ ዘከመ፡ አስተርአየቶ፡ ወዜነወቶ፡ ምስጢረ፡ መንግሥተ፡ ሰማያት፡ ለአቡነ፡ መድኃኒነ፡ እግዚእ፡ ምስለ፡ ወልዱ፡ ሳሙኤል፡ ዘዋሊ፡ እንዘ፡ ይትናገሩ፡ ዕበያቲሁ፡ ለእግዚአብሔር፡ ወባሕረ፡ ንጽሕናሃ፡ ለንጽሐተ፡ ንጹሓን፡ እግዝእትነ፡…. ወበእንተ፡ አፍቀሩ፡ ኪያሃ፡ መጽአት፡ ኀቤሆሙ፡ ምስለ፡ ገብርኤል፡ መልአክ፡ ወትቤሎሙ፡ መንክራ፡ መዓዛ፡ አፉሃ፡ ሰላም፡ ለክሙ,TRUE,High,
EMML (HMML) 1304,555,Saint Mary appears to Abba Samuˀel of Wali and promises blessings to those who drink the water over which they read her anaphora.,28b,,,28b,,,,,ወካዕበ፡ ስምዑ፡ ዘገብረት፡ ሎቱ፡ ለሳሙኤል፡ እግዝእትነ፡…. ወበተፍጻሚተ፡ ጸሎቱ፡ እንዘ፡ ያነብብ፡ ወትረ፡ ጸሎተ፡ ዚአሃ፡ ዲበ፡ ማይ፡ ወበላዕሌሁ፡ ያነብብ፡ ቅዳሴሃ፡ ለእግዝእትነ፡ ማርያም፡ በእንተ፡ ፍቅረ፡ ዚአሃ፡ ወእምድኅረ፡ ፈጸመ፡ ይሰቲ፡ እምውእቱ፡ ማይ፡ ወይሁቦሙ፡ ለደቂቁ፡ ወይብሎሙ፡ ዑቁ፡ ወኢትክዓው፡ ዘንተ፡ ማየ፡ ውስተ፡ ምድር,TRUE,High,
EMML (HMML) 1304,556,The cross at Däbrä Qʷəsqʷam that used to bless when the priest saying Mass blessed.,46a,,,46a,,,,,ወሀሎ፡ መስቀል፡ ውስተ፡ ደብረ፡ ቍስቋም፡ ዘስቁል፡ ውስተ፡ ቀመረ፡ ቤተ፡ ክርስቲያን፡ ወሶበ፡ ይቄድስ፡ ቍርባነ፡ ለእመ፡ ኮነ፡ ካህነ፡ ንጹሐ፡ ሶበ፡ ይብል፡ ፈኑ፡ ጸጋ፡ መንፈስ፡ ቅዱስ፡ ላዕሌነ፡ ይባርክ፡ ውእቱ፡ መስቀል፡ ላዕለ፡ ኅብስት፡ በከመ፡ ልማድ,TRUE,High,
EMML (HMML) 1307,382,The Egyptian woman who lost a silver plate while bathing in a miraculous spring.,145b,,,145b,,,,,ወሀለወት፡ አሐቲ፡ ብእሲት፡ በብሔረ፡ ግብጽ፡ ወበአሐቲ፡ ዕለት፡ እምበዐላተ፡ እግዝእትነ፡…. ሖረት፡ ኀበ፡ ነቅዐ፡ ማይ፡ ዘይሰቅዩ፡ እምኔሁ፡ በለሳነ፡ ወተጠምቀት፡ ወተሐጽበት፡ ምስለ፡ ደቂቃ,TRUE,High,
EMML (HMML) 1311,218,"The story of Awr, the son of the princess and the magician, Abrasit.",145a,,,145a,,,,,,FALSE,,
EMML (HMML) 1338,462,"Paraleya from Iyyoram, who was beaten by her husband because she was childless.",55b,,,55b,,,,,ወሀለወት፡ አሐቲ፡ ብእሲት፡ በሀገረ፡ ኢዮራም፡ ዘስማ፡ ጰራልያ፡ ብእሲተ፡ ዓሣ፡ መርዐተ፡ ኢዩ፡ ንጉሥ፡ ወነበረት፡ በትካዝ፡ እንዘ፡ የሐምም፡ ልባ፡ በእንተ፡ ዘአልባ፡ ውሉደ,TRUE,High,
EMML (HMML) 142,380,Zärˀa Yaˁəqob is given a sign of Badlay's fall.,153a,,,153a,,,,,,FALSE,,
EMML (HMML) 142,381,Saint Mary appears to the gabaz of her church in Waybela and tells him about the fall of Badlay.,154a,,,154a,,,,,,FALSE,,
EMML (HMML) 142,478,The dogs of the hunter praise Saint Mary.,110b,,,110b,,,,,,FALSE,,
EMML (HMML) 1573,13,"The election of Patriarch Matthew I ,",9r,,,9r,,,,,,FALSE,,
EMML (HMML) 1573,106,The arrival of the Holy Family in Sāmǝnon.,60b,,,60b,,,,,,FALSE,,
EMML (HMML) 1573,125,The story of the cannibal from Qemer.,62a,,,62a,,,,,,FALSE,,
EMML (HMML) 1573,135,The sinful deacon who was healed by a drop of Saint Mary's milk.,10b,,,10b,,,,,,FALSE,,
EMML (HMML) 1573,136,The brigand whom the king's soldiers could not kill.,12a,,,12a,,,,,ተብህለ፡ ከመ፡ ኮነ፡ በውስተ፡ አሐቲ፡ ሀገር፡ አሐዱ፡ ብእሲ፡ ይጸንሕ፡ ፍኖተ፡ ወያፈርህ፡ ለኵሉ፡ ለእለ፡ የሐውሩ፡ በፍኖት,TRUE,High,
EMML (HMML) 1573,137,The Emperor of Rome who erected an altar in his palace.,13a,,,13a,,,,,ወሀሎ፡ አሐዱ፡ ንጉሥ፡ ዐቢይ፡ ወክቡር፡ ፈድፋደ፡ ወኀያል፡ በግርማሁ፡ ወነግሠ፡ ላዕለ፡ ኵሉ፡ ምድር፡ ወተቀንዩ፡ ሎቱ፡ ኵሉ፡ ሰብእ,TRUE,High,
EMML (HMML) 1573,138,"Saint Mary commands a deacon to give Christian burial to a sinful deacon assassinated by his enemies; when they disinter him, a flower is found in his mouth.",14b,,,14b,,,,,,FALSE,,
EMML (HMML) 1573,139,The repentant knight who could pray only the Hail Mary.,15b,,,15b,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ መስተጽዕነ፡ ፈረስ፡ ኃጥእ፡ በኵሉ፡ ፍናዊሁ፡ ዓለማዊት፡ ወባሕቱ፡ በጸጋ፡ እግዚአብሔር፡ ወበስእለታ፡ ለእግዝእትነ፡…. መርሐቶ፡ ኀበ፡ መድኀኒተ፡ ነፍሱ,TRUE,High,
EMML (HMML) 1573,140,The sinful deacon whom his enemies could not kill until he had confessed himself to a priest.,16b,,,16b,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ውኁደ፡ ሠናያት፡ ዘኢየአምሮ፡ ለእግዚአብሔር፡ ወኢያስተሰሪ፡ በእንተ፡ ኀጢአቱ,TRUE,High,
EMML (HMML) 1573,141-A,The bishop for whom Saint Mary tailored a new sackcloth sends a penitent to Santiago.,17a,,,17a,,,,,,FALSE,,
EMML (HMML) 1573,142,"The deacon's prayer that contained five times ""Rejoice!"" [tafassehiyat].",18b,,,18b,,,,,,FALSE,,
EMML (HMML) 1573,144,The pilgrim to Santiago whom Satan persuaded to mutilate himself after falling into a sexual sin.,19b,,,19b,,,,,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ዘይፈርሆ፡ ለእግዚአብሔር፡ ወበኵሉ፡ ግብር፡ ሠናይ፡ ግዕዙ፡ ወመሥመሬ፡ አኃው፡ ውእቱ። ወአሐተ፡ ዕለተ፡ ረከቦ፡ ድቀተ፡ ሥጋ፡ ዘአምጽአ፡ ሎቱ፡ ጸላኢ፡ ርእዮ፡ ትግሀታቲሁ,TRUE,High,
EMML (HMML) 1573,144,The pilgrim to Santiago whom Satan persuaded to mutilate himself after falling into a sexual sin.,66a,,,66a,,,,,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ዘይፈርሆ፡ ለእግዚአብሔር፡ ወበኵሉ፡ ግብር፡ ሠናይ፡ ግዕዙ፡ ወመሥመሬ፡ አኃው፡ ውእቱ። ወአሐተ፡ ዕለተ፡ ረከቦ፡ ድቀተ፡ ሥጋ፡ ዘአምጽአ፡ ሎቱ፡ ጸላኢ፡ ርእዮ፡ ትግሀታቲሁ,TRUE,High,
EMML (HMML) 1573,145,The priest who could only say the Mass of the Virgin Mary.,21a,,,21a,,,,,,FALSE,,
EMML (HMML) 1573,146,The knight who wanted to seduce the daughter of the cobbler.,22a,,,22a,,,,,,FALSE,,
EMML (HMML) 1573,147,The Jewish boy who received Holy Communion with his Christian companions.,26a,,,26a,,,,,ይቤ፡ አሐዱ፡ መነኮስ፡ ፈራሄ፡ እግዚአብሔር፡ ከመ፡ ሀሎ፡ ውስተ፡ ሀገረ፡ ብሎስ፡ ሕፃን፡ እምውስተ፡ አይሁድ፡ እንዘ፡ ይትናገር፡ ምስለ፡ ውሉደ፡ ክርስቲያን፡ ወኀበ፡ አሐዱ፡ መምህር,TRUE,High,
EMML (HMML) 1573,148,The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel),27b,,,27b,,,,,ተብህለ፡ ከመ፡ ሀለወት፡ አሐቲ፡ ባሕር፡ ዘታዐዱ፡ ኵሎ፡ ዓለመ፡ ወበውስተ፡ ጽንፈ፡ ለይእቲ፡ ባሕር፡ ሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ሕንጽት፡ በስመ፡ ቅዱስ፡ ሚካኤል፡ ሊቀ፡ መላእክት,TRUE,High,
EMML (HMML) 1573,149,A man who drowned when a pilgrim ship sank is resuscitated.,58b,,,58b,,,,,,FALSE,,
EMML (HMML) 1573,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,38a,,,38a,,,,,ወኮነት፡ እንከ፡ ብእሲት፡ ነዳይት፡ ወባቲ፡ አሐደ፡ ወልደ፡ ወኮነት፡ ይእቲ፡ ብእሲት፡ ትበውእ፡ ውስተ፡ ቤተ፡ ክርስቲያን፡ ወትበውእ፡ ኀበ፡ ሥዕለ፡ እግዝእትነ፡ ማርያም,TRUE,High,
EMML (HMML) 1573,153,The young man who used to bring roses to the icon of Saint Mary.,65a,,,65a,,,,,,FALSE,,
EMML (HMML) 1573,157,The pious official who was accused of embezzlement and of having an affair with the wife of his lord.,29a,,,29a,,,,,,FALSE,,
EMML (HMML) 1573,158,The prioress who became pregnant after sinning with a servant.,30a,,,30a,,,,,,FALSE,,
EMML (HMML) 1573,159,"A nun sacristan elopes with a priest, but afterwards they repent.",32b,,,32b,,,,,,FALSE,,
EMML (HMML) 1573,160,The bee keeper who consulted a sorceress to have more honey.,32b,,,32b,,,,,,FALSE,,
EMML (HMML) 1573,161,The pious monk (or: Hebrew from Akhmim) whom Saint Mary made young.,33b,,,33b,,,,,,FALSE,,
EMML (HMML) 1573,162,The pious monk scribe who used to write Saint Mary's name in golden ink.,34b,,,34b,,,,,,FALSE,,
EMML (HMML) 1573,163,"The Muslim whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.",35a,,,35a,,,,,,FALSE,,
EMML (HMML) 1573,164,A nun in prison for her faith prays for two virgins.,36a,,,36a,,,,,,FALSE,,
EMML (HMML) 1573,165,The sinful woman who despaired when she kept on sinning and swallowed a scorpion.,37a,,,37a,,,,,,FALSE,,
EMML (HMML) 1573,166,"The prudent monk who suspected that the food that the monks were eating was harmful, but then saw Saint Mary making it tasty for them.",39b,,,39b,,,,,,FALSE,,
EMML (HMML) 1573,178,The shepherd near the church of Saint Paul in Rome who was possessed by a demon.,42a,,,42a,,,,,ተብህለ፡ በእንተ፡ አኃው፡ ክርስቲያን፡ እንዘ፡ የሐውሩ፡ ኀበ፡ ሀገረ፡ ሮሜ፡ ወረከቡ፡ በህየ፡ ቤተ፡ ክርስቲያነ፡ በስሙ፡ ለቅዱስ፡ ሐዋርያ፡ ጳውሎስ፡ ዘተሐንጸት፡ በስመ፡ ዚአሁ,TRUE,High,
EMML (HMML) 1573,179,The monk who has carried by the bretheren to church when he became too sick to walk.,41a,,,41a,,,,,ወሀሎ፡ አሐዱ፡ ደብር፡ ዘመነኮሳት፡ ኀበ፡ ጽንፈ፡ ባሕር፡ ወሀሎ፡ ውስቴቱ፡ አሐዱ፡ እኅው፡ ዘመንኰሰ፡ እምንእሱ፡ ወውእቱሰ፡ ብእሲ፡ ሠናይ፡ ውእቱ,TRUE,High,
EMML (HMML) 1573,180,The rich knight who was advised by an abbot to pray to Saint Mary to win the heart of the woman with whom he was in love.,44a,,,44a,,,,,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ እምሰብአ፡ አፍራስ፡ እስመ፡ ውእቱ፡ ኮነ፡ ፈረሳዊ፡ ጽኑዕ፡ በውርዙቱ፡ ወይዜሀር፡ በብዝኀ፡ ጥሪቱ። ወኮነ፡ ያፈቅራ፡ ለአሐቲ፡ ብእሲት፡ ላሕይት፡ ዘትነብር፡ ውስተ፡ ይእቲ፡ ሀገር፡ ወወሀባ፡ ንዋየ፡ ብዙኀ፡ ወኢተክህሎ፡ ከመ፡ ይትራከብ፡ ምስሌሃ,TRUE,High,
EMML (HMML) 1573,181,The monk custodian of the church who prayed to see Saint Mary.,47a,,,47a,,,,,,FALSE,,
EMML (HMML) 1573,182,The bankrupt merchant to whom Satan offered two pearls if he would deny Christ and Saint Mary.,53a,,,53a,,,,,,FALSE,,
EMML (HMML) 1573,186,The robber whom a bishop was commanded tosbury after he was executed.,58a,,,58a,,,,,,FALSE,,
EMML (HMML) 1573,187,The peasant who complained to Saint Mary because she did not reply to his Hail Mary.,50b,,,50b,,,,,,FALSE,,
EMML (HMML) 1573,190,The Muslim who found an icon of Saint Mary in his house.,51b,,,51b,,,,,,FALSE,,
EMML (HMML) 1581,3,The Nativity; the adoration of the shepherds and the Magi.,47v,,,47v,,,,,,FALSE,,
EMML (HMML) 1581,18,The monk who has carried by the bretheren to church when he became too sick to walk.,17v,,,17v,,,,,,FALSE,,
EMML (HMML) 1581,35-A1,The Ethiopian pilgrim who was expelled from the Church (of the Resurrection) in Jerusalem during the Easter services.,66b,,,66b,,,,,,FALSE,,
EMML (HMML) 1581,40,"A man prays for his sick son before the icon of Saint Mary; she sends Saint Qirqos, then comes herself with Saint George to cure him.",65a,,,65a,,,,,,FALSE,,
EMML (HMML) 1581,62,The Spirit tells the Apostles to take Saint Mary from the Temple.,26a,,,26a,,,,,,FALSE,,
EMML (HMML) 1581,74,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",24b,,,24b,,,,,,FALSE,,
EMML (HMML) 1581,87,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",50b,,,50b,,,,,,FALSE,,
EMML (HMML) 1581,94,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",39b,,,39b,,,,,,FALSE,,
EMML (HMML) 1581,95,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",60b,,,60b,,,,,,FALSE,,
EMML (HMML) 1581,117,The Apostles gather for the funeral of Saint Mary.,54b,,,54b,,,,,,FALSE,,
EMML (HMML) 1581,119,"When Tafoneya lays hands on the bier of Saint Mary, an angel cuts his arms off.",52a,,,52a,,,,,,FALSE,,
EMML (HMML) 1581,121,The healing of the Egyptian King Soforon (or Safron).,101a,,,101a,,,,,,FALSE,,
EMML (HMML) 1581,130,"The story of Saint Alexius [Abdo l a-Masih], son of Emperor Theodosius.",99b,,,99b,,,,,,FALSE,,
EMML (HMML) 1581,208,"Abba Mardari, who overheard twelve angels talking about going to Constantinople to hear Saint John Chrysostom praise Saint Mary.",80a,,,80a,,,,,,FALSE,,
EMML (HMML) 1581,252,Saint Mary prays to be taken from this life.,54a,,,54a,,,,,,FALSE,,
EMML (HMML) 1581,254,"Christ, together with Saint Mary and the angels, appears to the Apostles and asks them to build churches in his name and hers throughout the world.",83a,,,83a,,,,,,FALSE,,
EMML (HMML) 1581,260,"Salome's hands are burned when she tries to verify Saint Mary's virginity, but they are healed when she takes the Christ Child into her arms.",43a,,,43a,,,,,,FALSE,,
EMML (HMML) 1581,260,"Salome's hands are burned when she tries to verify Saint Mary's virginity, but they are healed when she takes the Christ Child into her arms.",43a,,,43a,,,,,,FALSE,,
EMML (HMML) 1581,261,Saint John the Evangelist sees Christ kissing Saint Mary's burial cloth.,56a,,,56a,,,,,,FALSE,,
EMML (HMML) 1581,274,Abba Samuˀel of Däbrä Qaləmon instructs his disciples on his deathbed.,84a,,,84a,,,,,,FALSE,,
EMML (HMML) 1581,316-A,The conception and nativity of Saint Mary.,33a,,,35a,,,,,,FALSE,,
EMML (HMML) 1581,316-D,"When she is three years old, Saint Mary is taken to the Temple.",35a,,,35a,,,,,,FALSE,,
EMML (HMML) 1581,317,Saint Mary is espoused to Saint Joseph.,38a,,,38a,,,,,,FALSE,,
EMML (HMML) 1581,321,The rich Egyptian woman who refused to give water to the Holy Family.,58b,,,58b,,,,,,FALSE,,
EMML (HMML) 1581,387,Saint Mary turns water over which her anaphora was recited by Abba Samuˀel of Wali into miraculous bread.,106a,,,106a,,,,,,FALSE,,
EMML (HMML) 1581,419,"Oz, the Byzantine monk, is shown a vision of Hell by Saint Urael.",37a,,,37a,,,,,,FALSE,,
EMML (HMML) 1581,463,"Emperor Honorius, who lived like a monk.",32a,,,32a,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ንጉሥ፡ በሀገረ፡ ሮም፡ ዘስሙ፡ አኖሬዎስ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ፈድፋደ። ወነበረ፡ አኖሬዎስ፡ በመንግሥቱ፡ እንዘ፡ ይኰንን፡ በጽድቅ፡ ሠራዊቱ,TRUE,High,
EMML (HMML) 1581,464,"King Bartaqu of Greece, who became a monk.",75b,,,75b,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ንጉሥ፡ በደወለ፡ ፅርዕ፡ ዘስሙ፡ በርጠቁ፡ ወልደ፡ ኤጴሜን፡ ኃያል፡ በመንግሥቱ፡ ወጽኑዕ፡ ከመ፡ ዓምደ፡ ሐፂን,TRUE,High,
EMML (HMML) 1581,465,"A dragon that had swallowed up Efrem, a monk of Däbrä Timona, is compelled to vomit him up alive ten days later.",82a,,,82a,,,,,ወሀሎ፡ አሐዱ፡ መነኮስ፡ በደብረ፡ ጢሞና፡ ዘስሙ፡ ኤፍሬም፡ ዐሥጋሬ፡ ዓሣ፡ ለመነኮሳተ፡ ደብር፡ ወይገብር፡ በዓለ፡ ዚአሃ፡ ዘነሥአት፡ ኪዳነ፡ ምሕረት፡ እምኀበ፡ ወልዳ፡ ክርስቶስ፡ እግዝእትነ፡…. ወለለ፡ ዓመት፡ በዕለተ፡ በዓላ፡ ያጸግቦሙ፡ ለኵሎሙ፡ ሰብአ፡ ደብር,TRUE,High,
EMML (HMML) 1581,466,"The story of Dilasor, brother of Emperor Theodosius, who was Abba Kiros.",108a,,,108a,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ እኅወ፡ ቴዎዶስዮስ፡ ንጉሥ፡ ዘስሙ፡ ዲላሶር፡ ወአስተርአዮ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ዘለዘክሮቱ፡ ይደሉ፡ ስግደት፡ ወለጣዕመ፡ ስሙ፡ አኰቴት፡ ሌሊተ፡ በሕልም፡ ወይቤሎ፡ ሑር፡ ውስተ፡ ደብረ፡ ባሳን,TRUE,High,
EMML (HMML) 1581,467,Christ orders Abba Samu'el of Wali to celebrate Mass for the feast of Saint Mary.,109a,,,109a,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ መነኮስ፡ ዘስሙ፡ አባ፡ ሳሙኤል፡ ዘገዳመ፡ ዋሊ፡ ወመጽአ፡ ኀቤሁ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ በዐቢይ፡ ስብሐት፡ ወይቤሎ፡ ሰላም፡ ለከ፡ ኦኅሩይየ፡ ሳሙኤል,TRUE,High,
EMML (HMML) 1581,468,Abba Samuˀel of Wali is lifted up while reciting the Wəddase Maryam.,110b,,,110b,,,,,ወእንዘ፡ ይጼሊ፡ ካዕበ፡ ዝንቱ፡ አቡነ፡ ሳሙኤል፡ ወወጠነ፡ አንብቦ፡ ውዳሴሃ፡ ለእግዝእትነ፡…. ወአንቀልቀለ፡ ምድር፡ እምመሰረቱ፡ ወይነብር፡ ውስቴቱ፡ አባ፡ ሳሙኤል፡ ወተለዓለ፡ እምምድር፡ መጠነ፡ እመት,TRUE,High,
EMML (HMML) 1581,641,Homily of Emperor Zärˀa Yaˁəqob on Saint Mary as the hope of salvation.,85b,,,85b,,,,,ድርሳን፡ ዘደረሰ፡ ዘርአ፡ ያዕቆብ፡ ርቱዓ፡ ሃይማኖት፡ እግዚአብሔር፡ ይምሐሮ፡ በጸሎታ፡…. ይቤ፡ ከመዝ፡ ስምዑኬ፡ ኦምእምናን፡ ኦክርስቶሳውያን፡ ደቂቀ፡ ወንጌል፡ አልብነ፡ ተስፋ፡ ወኢድሂን፡ ዘእንበለ፡ ማርያም፡ እግዝእትነ,TRUE,High,
EMML (HMML) 1606,1-B,Satan appears to King Herod and advises him to kill the Innocents.,54v,,,54v,,,,,ወበይእቲ፡ ዕለት፡ ሞተ፡ ስምዖን፡ ካህን፡ አረጋዊ። ወነበረ፡ ሄሮድስ፡ ፪፡ ዓመተ፡ እንዘ፡ ይጸንሖሙ፡ ለሰብአ፡ ሰገል,TRUE,High,
EMML (HMML) 1606,1-C,The arrival of the Holy Family in Sāmǝnon.,55r,,,55r,,,,,ወእምዝ፡ በጽሐ፡ ሀገረ፡ ሳምኖን፡ ውስተ፡ ቀዳሚ፡ አንቀጽ፡ ማኅፈድ፡ በ፬፡ መዓዝኒሁ፡ ወይትሌዓል፡ እምኵሉ፡ ሀገር,TRUE,High,
EMML (HMML) 1606,35-A2,The Ethiopian pilgrim who was expelled from the Church (of the Resurrection) in Jerusalem during the Easter services.,50a,,,50a,,,,,,FALSE,,
EMML (HMML) 1606,141-B,"When Pariqos of Fesa confesses his sins to the bishop, the latter, refusing him absolution, tells him to go to Abba Yaceqob (Santiago).",79a,,,79a,,,,,,FALSE,,
EMML (HMML) 1606,379,Zärˀa Yaˁəqob and the invasion of Badlay.,134a,,,134a,,,,,,FALSE,,
EMML (HMML) 1606,432,The king of Egypt asks Saint Mary to bless his land.,61a,,,61a,,,,,,FALSE,,
EMML (HMML) 1606,446,The shepherds and the magi come to worship Christ.,58b,,,58b,,,,,,FALSE,,
EMML (HMML) 1606,465,"A dragon that had swallowed up Efrem, a monk of Däbrä Timona, is compelled to vomit him up alive ten days later.",162a,,,162a,,,,,,FALSE,,
EMML (HMML) 1606,470,Synaxary entry for the 16th of Yakkatit: Saint Mary receives the Pact of Mercy.,163b,,,163b,,,,,,FALSE,,
EMML (HMML) 1606,477,The three monks who attempted to say Mass in a mosque.,164b,,,164b,,,,,,FALSE,,
EMML (HMML) 1606,503,Saint Mary heals a servant girl from a magic spell.,156b,,,156b,,,,,,FALSE,,
EMML (HMML) 1606,533,The king who invited Abba Abreham to come and discuss spiritual matters.,37a,,,37a,,,,,,FALSE,,
